fecha,nivel_m,caudal_m3s,lluvia_mm,desbordamiento_txt,overflow
2021-11-19,1.07,15.0,0.0,NO,0
2021-11-20,1.13,15.9,0.0,NO,0
2021-11-21,1.1,14.0,0.8,NO,0
2021-11-22,1.04,10.9,4.4,NO,0
2021-11-23,1.14,16.4,14.0,NO,0
2021-11-24,1.37,32.9,1.0,NO,0
2021-11-25,1.57,45.0,0.6,NO,0
2021-11-26,1.57,53.6,4.6,NO,0
2021-11-27,1.74,85.7,24.2,NO,0
2021-11-28,1.81,99.0,25.2,NO,0
2021-11-29,3.11,362.5,8.2,SI,1
2021-11-30,4.89,716.0,0.0,SI,1
2021-12-01,2.27,180.3,6.8,NO,0
2021-12-02,2.5,220.6,7.2,NO,0
2021-12-03,2.61,241.6,0.2,NO,0
2021-12-04,2.49,217.8,7.6,NO,0
2021-12-05,2.63,244.5,17.0,NO,0
2021-12-06,3.37,396.1,0.2,NO,0
2021-12-07,2.9,298.0,6.0,NO,0
2021-12-08,3.19,360.3,4.4,NO,0
2021-12-09,2.91,302.0,7.4,NO,0
2021-12-10,5.77,856.2,2.8,SI,1
2021-12-11,4.25,587.0,1.4,SI,1
2021-12-12,2.96,311.3,0.0,NO,0
2021-12-13,2.2,169.3,0.0,NO,0
2021-12-14,1.94,124.3,0.0,NO,0
2021-12-15,1.73,101.8,0.0,NO,0
2021-12-16,1.56,86.2,0.0,NO,0
2021-12-17,1.43,72.3,0.0,NO,0
2021-12-18,1.4,67.5,0.0,NO,0
2021-12-19,1.31,59.2,0.0,NO,0
2021-12-20,1.29,57.9,0.0,NO,0
2021-12-21,1.25,47.8,0.0,NO,0
2021-12-22,1.32,43.9,0.0,NO,0
2021-12-23,1.28,44.8,0.0,NO,0
2021-12-24,1.32,41.5,0.0,NO,0
2021-12-25,1.29,40.1,0.0,NO,0
2021-12-26,1.29,39.0,0.4,NO,0
2021-12-27,1.16,37.2,0.0,NO,0
2021-12-28,1.07,37.0,0.0,NO,0
2021-12-29,1.08,38.3,0.0,NO,0
2021-12-30,1.12,34.5,0.0,NO,0
2021-12-31,1.2,33.3,0.0,NO,0
2022-01-01,1.18,32.1,0.0,NO,0
2022-01-02,1.11,25.0,0.0,NO,0
2022-01-03,1.15,28.4,0.0,NO,0
2022-01-04,1.15,28.5,3.6,NO,0
2022-01-05,1.04,28.6,0.0,NO,0
2022-01-06,1.02,38.3,0.0,NO,0
2022-01-07,1.04,40.5,0.8,NO,0
2022-01-08,1.3,56.4,0.2,NO,0
2022-01-09,1.3,54.7,6.6,NO,0
2022-01-10,2.3,205.6,0.2,NO,0
2022-01-11,2.2,168.1,0.0,NO,0
2022-01-12,1.75,107.6,0.0,NO,0
2022-01-13,1.46,76.1,0.0,NO,0
2022-01-14,1.27,57.0,0.0,NO,0
2022-01-15,1.21,52.2,0.0,NO,0
2022-01-16,1.1,43.4,0.0,NO,0
2022-01-17,1.0,36.7,0.0,NO,0
2022-01-18,1.02,39.8,0.0,NO,0
2022-01-19,1.0,37.1,0.0,NO,0
2022-01-20,0.96,32.1,0.6,NO,0
2022-01-21,0.99,35.6,0.0,NO,0
2022-01-22,0.94,30.9,0.0,NO,0
2022-01-23,0.95,31.4,0.0,NO,0
2022-01-24,0.97,33.9,0.0,NO,0
2022-01-25,0.93,28.1,0.0,NO,0
2022-01-26,0.91,25.5,0.0,NO,0
