fecha,nivel_m,caudal_m3s,lluvia_mm,desbordamiento_txt,overflow
2020-04-16,1.43,58.0,6.4,NO,0
2020-04-17,1.31,47.4,0.4,NO,0
2020-04-18,1.31,50.2,7.0,NO,0
2020-04-19,1.41,58.6,0.2,NO,0
2020-04-20,1.36,50.8,0.0,NO,0
2020-04-21,1.18,37.1,5.4,NO,0
2020-04-22,1.18,38.7,0.0,NO,0
2020-04-23,1.2,39.1,0.0,NO,0
2020-04-24,1.15,38.8,0.0,NO,0
2020-04-25,1.1,33.9,4.6,NO,0
2020-04-26,1.18,39.0,5.0,NO,0
2020-04-27,1.37,54.2,0.8,NO,0
2020-04-28,1.61,74.3,0.0,NO,0
2020-04-29,1.45,58.5,0.0,NO,0
2020-04-30,1.2,41.2,0.2,NO,0
2020-05-01,1.23,42.1,11.0,NO,0
2020-05-02,1.19,40.1,0.0,NO,0
2020-05-03,1.14,35.8,0.0,NO,0
2020-05-04,1.12,36.5,0.4,NO,0
2020-05-05,1.12,36.4,0.0,NO,0
2020-05-06,1.09,33.0,0.0,NO,0
2020-05-07,1.07,30.8,0.2,NO,0
2020-05-08,1.02,25.7,2.2,NO,0
2020-05-09,1.04,26.3,21.4,NO,0
2020-05-10,1.19,41.8,9.2,NO,0
2020-05-11,1.28,49.0,9.8,NO,0
2020-05-12,1.2,42.1,30.4,NO,0
2020-05-13,1.18,38.7,0.0,NO,0
2020-05-14,1.16,36.9,0.0,NO,0
2020-05-15,1.13,33.2,0.0,NO,0
2020-05-16,1.14,33.8,0.4,NO,0
2020-05-17,1.1,29.0,0.0,NO,0
2020-05-18,1.11,29.7,0.0,NO,0
2020-05-19,1.04,23.1,0.0,NO,0
2020-05-20,1.05,24.5,0.0,NO,0
2020-05-21,1.05,22.5,0.0,NO,0
2020-05-22,1.02,19.9,0.0,NO,0
2020-05-23,1.12,30.8,0.0,NO,0
2020-05-24,1.02,20.4,0.0,NO,0
2020-05-25,1.02,19.3,0.0,NO,0
2020-05-26,1.04,19.6,0.0,NO,0
2020-05-27,1.05,17.9,0.0,NO,0
2020-05-28,1.16,14.1,0.0,NO,0
2020-05-29,1.05,12.9,0.0,NO,0
2020-05-30,0.95,11.9,0.0,NO,0
2020-05-31,0.96,12.9,0.0,NO,0
2020-06-01,0.95,12.9,0.0,NO,0
2020-06-02,0.95,12.8,0.0,NO,0
2020-06-03,0.96,13.2,6.6,NO,0
2020-06-04,0.92,13.9,0.0,NO,0
2020-06-05,0.87,14.3,0.0,NO,0
2020-06-06,0.87,14.1,15.2,NO,0
2020-06-07,0.87,13.8,2.2,NO,0
2020-06-08,0.88,14.2,0.0,NO,0
2020-06-09,0.9,15.9,0.0,NO,0
2020-06-10,0.91,16.2,0.0,NO,0
2020-06-11,0.96,19.3,10.0,NO,0
2020-06-12,0.92,15.9,2.4,NO,0
2020-06-13,0.89,13.8,0.2,NO,0
2020-06-14,0.89,13.8,0.0,NO,0
2020-06-15,0.9,13.8,0.0,NO,0
2020-06-16,0.89,12.6,12.8,NO,0
2020-06-17,0.88,12.3,2.4,NO,0
2020-06-18,0.9,13.1,0.0,NO,0
2020-06-19,0.91,13.9,0.0,NO,0
2020-06-20,0.9,13.0,0.0,NO,0
2020-06-21,0.86,10.4,0.0,NO,0
2020-06-22,0.87,10.7,0.0,NO,0
2020-06-23,0.97,18.6,0.0,NO,0
2020-06-24,1.1,24.2,0.0,NO,0
2020-06-25,0.97,18.3,0.4,NO,0
2020-06-26,1.03,23.8,0.0,NO,0
2020-06-27,1.04,25.0,0.0,NO,0
2020-06-28,1.05,24.9,0.0,NO,0
2020-06-29,1.03,23.0,0.0,NO,0
2020-06-30,1.02,22.0,0.0,NO,0
2020-07-01,1.02,20.9,4.0,NO,0
2020-07-02,1.04,22.4,0.0,NO,0
2020-07-03,1.08,24.5,0.0,NO,0
2020-07-04,1.06,22.5,0.0,NO,0
2020-07-05,1.03,19.7,0.0,NO,0
2020-07-06,1.03,19.7,0.0,NO,0
2020-07-07,1.05,21.2,0.0,NO,0
2020-07-08,1.09,22.5,0.0,NO,0
2020-07-09,1.14,26.6,0.2,NO,0
2020-07-10,1.17,29.7,0.0,NO,0
2020-07-11,1.16,29.9,0.8,NO,0
2020-07-12,1.12,25.7,9.0,NO,0
2020-07-13,1.11,23.9,0.0,NO,0
2020-07-14,1.15,27.1,0.0,NO,0
2020-07-15,1.18,28.5,0.0,NO,0
2020-07-16,1.14,25.3,0.0,NO,0
2020-07-17,1.15,25.7,0.0,NO,0
2020-07-18,1.27,30.4,0.0,NO,0
2020-07-19,1.23,28.9,0.0,NO,0
2020-07-20,1.23,29.3,0.0,NO,0
2020-07-21,1.24,30.0,1.8,NO,0
2020-07-22,1.16,23.5,0.0,NO,0
2020-07-23,1.24,32.4,0.0,NO,0
2020-07-24,1.33,36.8,0.0,NO,0
2020-07-25,1.41,39.2,0.0,NO,0
2020-07-26,1.36,38.3,0.0,NO,0
2020-07-27,1.35,39.9,0.0,NO,0
2020-07-28,1.33,38.8,0.0,NO,0
2020-07-29,1.33,38.7,0.0,NO,0
2020-07-30,1.34,38.7,0.8,NO,0
2020-07-31,1.38,39.3,0.0,NO,0
2020-08-02,1.38,38.9,0.0,NO,0
2020-08-03,1.36,38.8,0.0,NO,0
2020-08-04,1.34,39.5,0.0,NO,0
2020-08-05,1.34,39.0,0.0,NO,0
2020-08-06,1.35,39.9,0.0,NO,0
2020-08-07,1.35,39.5,1.6,NO,0
2020-08-08,1.34,39.0,1.2,NO,0
2020-08-09,1.35,38.7,0.0,NO,0
2020-08-10,1.35,38.1,0.2,NO,0
2020-08-11,1.35,38.6,13.6,NO,0
2020-08-12,1.36,38.9,4.8,NO,0
2020-08-13,1.36,38.2,0.0,NO,0
2020-08-14,1.26,31.5,0.0,NO,0
2020-08-15,1.28,32.1,0.0,NO,0
2020-08-16,1.32,33.7,0.0,NO,0
2020-08-17,1.33,33.3,4.6,NO,0
2020-08-18,1.35,32.7,0.4,NO,0
2020-08-19,1.31,31.3,0.0,NO,0
2020-08-20,1.28,31.4,0.0,NO,0
2020-08-21,1.27,30.6,1.4,NO,0
2020-08-22,1.26,29.9,0.0,NO,0
2020-08-23,1.26,29.2,0.0,NO,0
2020-08-24,1.26,29.4,0.0,NO,0
2020-08-25,1.26,29.4,0.0,NO,0
2020-08-26,1.26,29.5,0.0,NO,0
2020-08-27,1.26,29.4,0.0,NO,0
2020-08-28,1.25,28.7,0.0,NO,0
2020-08-29,1.26,29.6,1.8,NO,0
2020-08-30,1.27,30.2,0.0,NO,0
2020-08-31,1.27,30.7,0.0,NO,0
2020-09-01,1.28,31.3,0.0,NO,0
2020-09-02,1.31,32.7,0.0,NO,0
2020-09-03,1.29,31.4,0.0,NO,0
2020-09-04,1.27,30.8,0.0,NO,0
2020-09-05,1.27,30.8,0.0,NO,0
2020-09-06,1.27,30.3,0.0,NO,0
2020-09-07,1.26,29.8,0.0,NO,0
2020-09-08,1.27,29.7,0.0,NO,0
2020-09-09,1.27,29.2,0.0,NO,0
2020-09-10,1.27,30.5,0.0,NO,0
2020-09-11,1.26,30.3,0.0,NO,0
2020-09-12,1.26,30.9,0.0,NO,0
2020-09-13,1.26,31.0,0.0,NO,0
2020-09-14,1.27,30.4,2.6,NO,0
2020-09-15,1.27,29.6,0.0,NO,0
2020-09-16,1.28,29.7,0.8,NO,0
2020-09-17,1.27,28.8,9.6,NO,0
2020-09-18,1.27,28.6,6.0,NO,0
2020-09-19,1.27,28.6,20.4,NO,0
2020-09-20,1.24,26.9,3.0,NO,0
2020-09-21,1.22,25.9,0.0,NO,0
2020-09-22,1.14,20.5,0.0,NO,0
2020-09-23,1.14,19.7,0.6,NO,0
2020-09-24,1.16,21.6,0.4,NO,0
2020-09-25,1.16,23.3,1.0,NO,0
2020-09-26,1.19,24.5,3.2,NO,0
2020-09-27,1.45,48.7,0.0,NO,0
2020-09-28,1.5,57.3,0.0,NO,0
2020-09-29,1.21,26.6,0.0,NO,0
2020-09-30,0.99,12.8,0.0,NO,0
2020-10-01,0.97,12.5,18.6,NO,0
2020-10-02,1.1,18.8,1.2,NO,0
2020-10-03,1.4,46.9,1.8,NO,0
2020-10-04,1.58,67.1,1.4,NO,0
2020-10-05,1.24,27.4,0.0,NO,0
2020-10-06,1.22,27.6,0.0,NO,0
2020-10-07,1.03,15.4,0.0,NO,0
2020-10-08,0.96,12.8,0.0,NO,0
2020-10-09,0.93,11.4,0.0,NO,0
2020-10-10,0.91,10.3,0.4,NO,0
2020-10-11,0.91,10.4,1.6,NO,0
2020-10-12,0.99,14.8,2.8,NO,0
2020-10-13,1.31,38.8,2.8,NO,0
2020-10-14,1.72,88.1,9.0,NO,0
2020-10-15,2.18,164.6,1.4,NO,0
2020-10-16,1.82,103.7,0.0,NO,0
2020-10-17,1.42,49.5,0.0,NO,0
2020-10-18,1.18,30.8,0.0,NO,0
2020-10-19,1.09,24.4,3.4,NO,0
2020-10-20,1.04,19.8,9.0,NO,0
2020-10-21,1.2,31.0,2.4,NO,0
2020-10-22,1.73,90.3,8.0,NO,0
2020-10-23,1.53,61.1,0.0,NO,0
2020-10-24,1.36,38.1,0.4,NO,0
2020-10-25,1.31,34.4,6.2,NO,0
2020-10-26,1.21,25.9,0.6,NO,0
2020-10-27,1.19,26.4,0.0,NO,0
2020-10-28,1.19,24.9,0.0,NO,0
2020-10-29,1.09,18.5,0.0,NO,0
2020-10-30,1.05,17.0,0.0,NO,0
2020-10-31,1.09,18.2,0.0,NO,0
2020-11-01,1.05,16.7,0.0,NO,0
2020-11-02,1.04,16.0,2.4,NO,0
2020-11-03,1.04,12.6,0.0,NO,0
2020-11-04,1.11,17.4,0.4,NO,0
2020-11-05,1.13,20.3,0.0,NO,0
2020-11-06,1.08,17.7,21.2,NO,0
2020-11-07,1.04,15.6,0.0,NO,0
2020-11-08,1.04,16.0,0.0,NO,0
2020-11-09,1.04,16.0,0.0,NO,0
2020-11-10,1.03,15.4,0.0,NO,0
2020-11-11,1.02,14.7,0.0,NO,0
2020-11-12,1.02,14.3,0.0,NO,0
2020-11-13,1.02,14.4,0.0,NO,0
2020-11-14,1.01,13.8,0.0,NO,0
2020-11-15,1.01,14.1,13.0,NO,0
2020-11-16,1.03,15.1,0.0,NO,0
2020-11-17,1.0,13.6,0.0,NO,0
2020-11-18,0.98,12.3,0.0,NO,0
2020-11-19,0.96,11.4,0.0,NO,0
2020-11-20,0.95,10.8,0.0,NO,0
2020-11-21,0.95,11.0,0.0,NO,0
2020-11-22,1.02,15.1,0.0,NO,0
2020-11-23,1.02,14.8,0.0,NO,0
2020-11-24,0.98,12.4,0.0,NO,0
2020-11-25,0.97,11.9,0.0,NO,0
2020-11-26,0.96,11.5,0.0,NO,0
2020-11-27,0.95,11.3,0.0,NO,0
2020-11-28,0.94,10.3,0.0,NO,0
2020-11-29,0.94,10.3,0.0,NO,0
2020-11-30,0.94,10.4,0.0,NO,0
2020-12-01,0.93,10.3,0.0,NO,0
2020-12-02,0.94,10.4,0.6,NO,0
2020-12-03,0.94,10.0,25.4,NO,0
2020-12-04,0.94,9.8,0.6,NO,0
2020-12-05,0.94,9.9,0.2,NO,0
2020-12-06,0.95,10.7,4.4,NO,0
2020-12-07,1.41,56.0,5.2,NO,0
2020-12-08,1.97,128.8,9.0,NO,0
2020-12-09,2.31,186.6,1.2,NO,0
2020-12-10,2.13,156.1,5.4,NO,0
2020-12-11,2.67,252.2,1.8,NO,0
2020-12-12,2.56,233.1,0.0,NO,0
2020-12-13,2.21,168.6,0.0,NO,0
2020-12-14,1.82,104.4,4.6,NO,0
2020-12-15,1.7,85.9,0.0,NO,0
2020-12-16,1.54,64.0,0.0,NO,0
2020-12-17,1.45,53.2,0.0,NO,0
2020-12-18,1.31,44.6,0.2,NO,0
2020-12-19,1.28,43.6,3.4,NO,0
2020-12-20,1.2,38.0,0.0,NO,0
2020-12-21,1.15,34.9,0.0,NO,0
2020-12-22,1.17,37.1,0.0,NO,0
2020-12-23,1.14,34.5,0.0,NO,0
2020-12-24,1.14,33.6,0.0,NO,0
2020-12-25,1.1,31.0,0.0,NO,0
2020-12-26,1.2,40.1,0.0,NO,0
2020-12-27,1.3,45.6,0.0,NO,0
2020-12-28,1.41,53.4,0.0,NO,0
2020-12-29,1.73,89.3,0.0,NO,0
2020-12-30,1.53,65.9,0.0,NO,0
2020-12-31,1.62,74.4,0.0,NO,0
2021-01-01,1.6,73.6,0.0,NO,0
2021-01-02,1.56,69.3,0.0,NO,0
2021-01-03,1.48,59.5,0.0,NO,0
2021-01-04,1.46,57.7,0.0,NO,0
2021-01-05,1.45,56.4,0.0,NO,0
2021-01-06,1.33,50.6,0.0,NO,0
2021-01-07,1.28,46.8,0.0,NO,0
2021-01-08,1.3,48.1,0.0,NO,0
2021-01-09,1.28,47.3,0.0,NO,0
2021-01-10,1.25,45.4,0.0,NO,0
2021-01-11,1.24,45.3,0.0,NO,0
2021-01-12,1.17,39.0,0.0,NO,0
2021-01-13,1.17,39.6,0.0,NO,0
2021-01-14,1.2,40.8,0.0,NO,0
2021-01-15,1.19,41.6,0.0,NO,0
2021-01-16,1.58,70.7,0.0,NO,0
2021-01-17,1.57,67.1,0.0,NO,0
2021-01-18,1.63,78.3,0.0,NO,0
2021-01-19,1.82,103.8,0.0,NO,0
2021-01-20,1.9,116.7,0.0,NO,0
2021-01-21,2.28,181.5,0.0,NO,0
2021-01-22,2.43,206.7,0.0,NO,0
2021-01-23,2.2,168.3,0.0,NO,0
2021-01-24,2.09,149.2,0.0,NO,0
2021-01-25,2.15,159.5,0.0,NO,0
2021-01-26,2.29,182.3,0.0,NO,0
2021-01-27,2.11,151.8,0.0,NO,0
2021-01-28,2.11,152.3,0.0,NO,0
2021-01-29,1.85,108.6,0.6,NO,0
2021-01-30,1.69,84.4,0.0,NO,0
2021-01-31,1.65,77.9,0.2,NO,0
2021-02-01,1.59,72.0,0.0,NO,0
2021-02-02,1.47,61.2,0.0,NO,0
2021-02-03,1.45,63.2,0.0,NO,0
2021-02-04,1.44,62.1,0.0,NO,0
2021-02-05,1.4,58.2,0.0,NO,0
2021-02-06,1.68,89.0,0.0,NO,0
2021-02-07,2.41,203.4,0.0,NO,0
2021-02-08,1.88,114.7,0.0,NO,0
2021-02-09,1.78,97.3,0.0,NO,0
2021-02-10,1.81,102.9,0.0,NO,0
2021-02-11,1.77,96.7,0.0,NO,0
2021-02-12,1.66,79.5,4.0,NO,0
2021-02-13,1.82,103.8,0.0,NO,0
2021-02-14,1.65,78.9,0.0,NO,0
2021-02-15,1.58,71.1,0.0,NO,0
2021-02-16,1.5,65.1,0.0,NO,0
2021-02-17,1.39,56.4,0.0,NO,0
2021-02-18,1.35,54.7,0.4,NO,0
2021-02-19,1.34,53.2,0.0,NO,0
2021-02-20,1.29,48.3,0.0,NO,0
2021-02-21,1.14,39.4,30.0,NO,0
2021-02-22,2.02,147.0,3.0,NO,0
2021-02-23,2.16,161.3,0.0,NO,0
2021-02-24,1.82,103.8,0.0,NO,0
2021-02-25,1.69,83.4,0.0,NO,0
2021-02-26,1.59,70.1,0.0,NO,0
2021-02-27,1.46,64.1,0.0,NO,0
2021-02-28,1.42,60.6,8.8,NO,0
2021-03-01,1.38,56.1,0.0,NO,0
2021-03-02,1.37,55.6,0.0,NO,0
2021-03-03,1.32,51.8,0.0,NO,0
2021-03-04,1.27,48.4,0.0,NO,0
2021-03-05,1.24,45.5,0.0,NO,0
2021-03-06,1.23,43.8,0.2,NO,0
2021-03-07,1.2,41.9,0.0,NO,0
2021-03-08,1.14,38.7,0.0,NO,0
2021-03-09,1.07,34.4,0.0,NO,0
2021-03-10,1.1,37.2,0.0,NO,0
2021-03-11,1.1,36.6,3.8,NO,0
2021-03-12,1.07,34.2,0.2,NO,0
2021-03-13,1.07,33.9,0.8,NO,0
2021-03-14,1.03,31.4,0.4,NO,0
2021-03-15,1.03,31.2,0.0,NO,0
2021-03-16,1.01,27.9,0.0,NO,0
2021-03-17,1.06,34.0,0.0,NO,0
2021-03-18,1.03,29.6,1.8,NO,0
2021-03-19,1.07,32.5,6.0,NO,0
2021-03-20,1.73,101.7,0.0,NO,0
2021-03-21,1.45,61.1,0.0,NO,0
2021-03-22,1.26,45.3,0.0,NO,0
2021-03-23,1.1,37.0,0.0,NO,0
2021-03-24,1.1,37.2,0.0,NO,0
2021-03-25,1.1,37.2,0.0,NO,0
2021-03-26,1.09,35.8,0.0,NO,0
2021-03-27,0.99,24.9,0.0,NO,0
2021-03-28,1.01,26.1,0.0,NO,0
2021-03-29,0.97,22.1,0.0,NO,0
2021-03-30,1.03,29.9,0.0,NO,0
2021-03-31,0.99,25.8,0.0,NO,0
2021-04-01,0.99,25.5,0.0,NO,0
2021-04-02,0.97,23.5,0.0,NO,0
2021-04-03,1.0,26.7,0.0,NO,0
2021-04-04,1.0,25.4,0.0,NO,0
2021-04-05,0.95,20.3,0.0,NO,0
2021-04-06,0.95,20.0,0.0,NO,0
2021-04-07,0.93,19.0,0.0,NO,0
2021-04-08,0.93,19.6,4.2,NO,0
2021-04-09,0.94,19.5,2.6,NO,0
2021-04-10,0.94,19.6,12.6,NO,0
2021-04-11,0.95,20.8,2.2,NO,0
2021-04-12,0.99,22.2,0.0,NO,0
2021-04-13,1.05,28.5,0.0,NO,0
2021-04-14,1.04,28.5,0.0,NO,0
2021-04-15,1.01,24.0,0.0,NO,0
2021-04-16,0.99,20.9,0.0,NO,0
2021-04-17,0.96,19.5,0.0,NO,0
2021-04-18,0.93,17.0,0.0,NO,0
2021-04-19,0.92,16.3,0.2,NO,0
2021-04-20,0.93,16.3,0.6,NO,0
2021-04-21,0.94,16.3,2.2,NO,0
2021-04-22,0.97,18.3,0.0,NO,0
2021-04-23,1.02,22.6,0.0,NO,0
2021-04-24,1.01,20.4,1.6,NO,0
2021-04-25,0.99,18.7,6.2,NO,0
2021-04-26,0.99,18.2,5.6,NO,0
2021-04-27,1.0,18.2,5.8,NO,0
2021-04-28,1.0,18.3,6.0,NO,0
2021-04-29,1.0,18.3,3.6,NO,0
2021-04-30,1.01,18.3,0.8,NO,0
2021-05-01,1.06,21.4,0.0,NO,0
2021-05-02,1.07,22.1,2.2,NO,0
2021-05-03,1.04,19.8,0.2,NO,0
2021-05-04,1.03,18.8,0.0,NO,0
2021-05-05,1.03,18.8,0.0,NO,0
2021-05-06,1.03,18.7,0.0,NO,0
2021-05-07,1.06,21.9,0.0,NO,0
2021-05-08,0.99,15.6,0.0,NO,0
2021-05-09,0.96,12.5,0.0,NO,0
2021-05-10,0.94,10.9,0.2,NO,0
2021-05-11,0.97,13.5,0.0,NO,0
2021-05-12,0.99,14.3,6.0,NO,0
2021-05-13,1.0,14.5,1.8,NO,0
2021-05-14,1.02,15.7,0.2,NO,0
2021-05-15,1.1,21.6,0.0,NO,0
2021-05-16,1.08,19.4,1.8,NO,0
2021-05-17,1.07,18.1,0.0,NO,0
2021-05-18,1.04,16.2,0.0,NO,0
2021-05-19,1.02,13.8,0.0,NO,0
2021-05-20,1.03,14.7,0.0,NO,0
2021-05-21,1.08,17.7,3.8,NO,0
2021-05-22,1.0,12.0,0.0,NO,0
2021-05-23,1.03,14.2,0.0,NO,0
2021-05-24,1.01,11.7,1.4,NO,0
2021-05-25,1.02,12.5,0.0,NO,0
2021-05-26,1.15,20.7,0.0,NO,0
2021-05-27,1.19,23.3,0.0,NO,0
2021-05-28,1.18,21.7,12.2,NO,0
2021-05-29,1.16,20.1,5.6,NO,0
2021-05-30,1.15,19.6,0.0,NO,0
2021-05-31,1.16,19.7,2.4,NO,0
2021-06-01,1.29,22.5,11.6,NO,0
2021-06-02,1.31,23.6,0.2,NO,0
2021-06-03,1.19,20.1,3.4,NO,0
2021-06-04,1.09,14.1,4.0,NO,0
2021-06-05,1.11,14.6,0.0,NO,0
2021-06-06,1.11,14.3,0.0,NO,0
2021-06-07,1.11,14.1,0.0,NO,0
2021-06-08,1.09,12.7,0.0,NO,0
2021-06-09,1.08,12.3,0.0,NO,0
2021-06-10,1.08,12.4,0.0,NO,0
2021-06-11,1.07,12.4,0.0,NO,0
2021-06-12,1.09,13.3,0.0,NO,0
2021-06-13,1.19,19.2,0.0,NO,0
2021-06-14,1.2,19.2,2.4,NO,0
2021-06-15,1.21,20.0,2.4,NO,0
2021-06-16,1.32,25.4,3.4,NO,0
2021-06-17,1.31,20.7,7.2,NO,0
2021-06-18,1.3,24.4,10.6,NO,0
2021-06-19,1.43,34.7,0.0,NO,0
2021-06-20,1.6,45.2,0.0,NO,0
2021-06-21,1.24,20.7,5.0,NO,0
2021-06-22,1.13,13.7,0.2,NO,0
2021-06-23,1.38,31.4,0.4,NO,0
2021-06-24,1.3,20.8,0.0,NO,0
2021-06-25,1.22,13.7,0.0,NO,0
2021-06-26,1.37,21.4,0.0,NO,0
2021-06-27,1.32,18.5,0.0,NO,0
2021-06-28,1.41,23.4,1.2,NO,0
2021-06-29,1.42,22.6,0.0,NO,0
2021-06-30,1.43,23.6,0.0,NO,0
2021-07-01,1.34,18.9,0.0,NO,0
2021-07-02,1.37,20.2,0.0,NO,0
2021-07-03,1.5,26.9,0.0,NO,0
2021-07-04,1.57,29.6,0.0,NO,0
2021-07-05,1.54,28.5,0.0,NO,0
2021-07-06,1.6,28.9,0.4,NO,0
2021-07-07,1.65,33.9,1.6,NO,0
2021-07-08,1.65,32.5,0.0,NO,0
2021-07-09,1.64,31.8,0.0,NO,0
2021-07-10,1.63,32.6,0.0,NO,0
2021-07-11,1.63,34.8,0.0,NO,0
2021-07-12,1.64,33.8,0.0,NO,0
2021-07-13,1.62,32.0,0.0,NO,0
2021-07-14,1.62,31.2,0.0,NO,0
2021-07-15,1.55,31.3,0.0,NO,0
2021-07-16,1.47,32.0,0.0,NO,0
2021-07-17,1.53,33.6,0.0,NO,0
2021-07-18,1.49,31.0,0.0,NO,0
2021-07-19,1.46,30.7,0.0,NO,0
2021-07-20,1.49,31.9,0.0,NO,0
2021-07-21,1.51,33.1,0.0,NO,0
2021-07-22,1.54,32.5,0.0,NO,0
2021-07-23,1.63,37.7,0.0,NO,0
2021-07-24,1.57,32.3,0.0,NO,0
2021-07-25,1.6,34.6,0.0,NO,0
2021-07-26,1.53,32.7,0.0,NO,0
2021-07-27,1.54,33.8,0.0,NO,0
2021-07-28,1.61,34.5,0.0,NO,0
2021-07-29,1.51,32.3,0.0,NO,0
2021-07-30,1.59,35.3,0.0,NO,0
2021-07-31,1.52,31.7,0.0,NO,0
2021-08-01,1.56,32.2,0.0,NO,0
2021-08-02,1.57,33.6,0.0,NO,0
2021-08-03,1.59,34.0,7.2,NO,0
2021-08-04,1.61,34.4,0.0,NO,0
2021-08-05,1.6,33.6,0.0,NO,0
2021-08-06,1.61,34.5,0.2,NO,0
2021-08-07,1.54,31.4,0.0,NO,0
2021-08-08,1.5,30.6,0.0,NO,0
2021-08-09,1.5,30.1,0.0,NO,0
2021-08-10,1.49,29.3,0.0,NO,0
2021-08-11,1.51,29.8,0.0,NO,0
2021-08-12,1.49,29.5,0.0,NO,0
2021-08-13,1.5,29.5,0.0,NO,0
2021-08-14,1.49,29.8,0.0,NO,0
2021-08-15,1.51,30.0,0.0,NO,0
2021-08-16,1.51,29.9,0.0,NO,0
2021-08-17,1.5,29.8,0.0,NO,0
2021-08-18,1.51,29.7,0.0,NO,0
2021-08-19,1.5,29.7,0.0,NO,0
2021-08-20,1.51,29.7,0.0,NO,0
2021-08-21,1.5,29.5,0.0,NO,0
2021-08-22,1.5,29.7,0.0,NO,0
2021-08-23,1.53,30.6,0.0,NO,0
2021-08-24,1.52,30.2,0.0,NO,0
2021-08-25,1.53,30.0,0.0,NO,0
2021-08-26,1.52,29.7,0.0,NO,0
2021-08-27,1.52,29.9,0.0,NO,0
2021-08-28,1.52,29.7,0.0,NO,0
2021-08-29,1.52,29.1,0.0,NO,0
2021-08-30,1.51,28.3,0.0,NO,0
2021-08-31,1.5,27.6,4.8,NO,0
2021-09-01,1.42,25.7,0.2,NO,0
2021-09-02,1.28,18.3,0.6,NO,0
2021-09-03,1.17,13.4,0.8,NO,0
2021-09-04,1.14,10.3,0.0,NO,0
2021-09-05,1.25,16.9,0.0,NO,0
2021-09-06,1.31,19.8,0.0,NO,0
2021-09-07,1.35,20.4,0.0,NO,0
2021-09-08,1.32,20.1,0.0,NO,0
2021-09-09,1.21,16.4,8.6,NO,0
2021-09-10,1.22,17.2,0.6,NO,0
2021-09-11,1.24,18.1,0.0,NO,0
2021-09-12,1.23,18.2,0.0,NO,0
2021-09-13,1.23,18.4,0.8,NO,0
2021-09-14,1.23,18.8,0.2,NO,0
2021-09-15,1.21,18.1,5.6,NO,0
2021-09-16,1.11,10.2,0.0,NO,0
2021-09-17,1.12,11.7,5.4,NO,0
2021-09-18,1.1,9.8,0.0,NO,0
2021-09-19,1.11,10.1,0.0,NO,0
2021-09-20,1.11,10.1,2.0,NO,0
2021-09-21,1.11,10.1,1.0,NO,0
2021-09-22,1.13,11.4,0.0,NO,0
2021-09-23,1.11,12.8,0.0,NO,0
2021-09-24,1.17,17.4,7.0,NO,0
2021-09-25,1.16,17.3,0.4,NO,0
2021-09-26,1.07,13.0,0.0,NO,0
2021-09-27,1.08,11.4,0.0,NO,0
2021-09-28,1.1,10.4,0.0,NO,0
2021-09-29,1.1,10.4,0.0,NO,0
2021-09-30,1.1,10.4,0.0,NO,0
2021-10-01,1.09,10.4,0.0,NO,0
2021-10-02,1.09,10.4,2.6,NO,0
2021-10-03,1.09,10.4,7.4,NO,0
2021-10-04,1.09,10.4,0.0,NO,0
2021-10-05,1.09,10.4,0.0,NO,0
2021-10-06,1.09,10.4,0.0,NO,0
2021-10-07,1.09,10.4,0.0,NO,0
2021-10-08,1.09,10.4,0.0,NO,0
2021-10-09,1.08,10.2,0.0,NO,0
2021-10-10,1.08,10.1,0.0,NO,0
2021-10-11,1.08,10.2,0.0,NO,0
2021-10-12,1.08,10.2,0.0,NO,0
2021-10-13,1.08,10.1,0.0,NO,0
2021-10-14,1.07,10.0,0.0,NO,0
2021-10-15,1.07,10.1,0.0,NO,0
2021-10-16,1.08,10.1,1.2,NO,0
2021-10-17,1.07,10.1,0.0,NO,0
2021-10-18,1.07,10.1,0.0,NO,0
2021-10-19,1.07,10.1,0.0,NO,0
2021-10-20,1.07,10.1,0.4,NO,0
2021-10-21,1.07,10.1,0.0,NO,0
2021-10-22,1.07,10.1,0.0,NO,0
2021-10-23,1.07,10.1,0.0,NO,0
2021-10-24,1.07,10.1,0.0,NO,0
2021-10-25,1.07,10.1,0.0,NO,0
2021-10-26,1.06,10.1,0.0,NO,0
2021-10-27,1.06,10.1,0.0,NO,0
2021-10-28,1.06,10.1,0.2,NO,0
2021-10-29,1.06,10.1,22.2,NO,0
2021-10-30,1.06,10.1,4.0,NO,0
2021-10-31,1.06,10.0,7.4,NO,0
2021-11-01,1.06,10.0,0.0,NO,0
2021-11-02,1.06,9.9,10.6,NO,0
2021-11-03,1.06,10.1,0.2,NO,0
2021-11-04,1.06,10.7,2.0,NO,0
2021-11-05,1.21,19.3,1.0,NO,0
2021-11-06,1.41,35.9,0.0,NO,0
2021-11-07,1.2,29.9,0.0,NO,0
2021-11-08,1.1,20.5,0.0,NO,0
2021-11-09,1.04,15.9,0.0,NO,0
2021-11-10,1.03,12.2,0.0,NO,0
2021-11-11,1.04,10.9,0.0,NO,0
2021-11-12,1.03,9.4,0.0,NO,0
2021-11-13,1.02,10.0,0.0,NO,0
2021-11-14,1.02,10.1,3.0,NO,0
2021-11-15,1.02,10.3,0.2,NO,0
2021-11-16,1.19,20.5,0.8,NO,0
2021-11-17,1.13,18.4,0.0,NO,0
2021-11-18,1.12,21.0,0.0,NO,0
