fecha,nivel_m,caudal_m3s,lluvia_mm,desbordamiento,caudal_log,nivel_lag1,caudal_lag1,lluvia_3d,lluvia_7d
2020-01-07,0.32,12.28,0.0,0,2.5862591440482876,0.33,2.6333266549062735,0.0,0.0
2020-01-08,0.31,11.64,0.0,0,2.5368663887187113,0.32,2.5862591440482876,0.0,0.0
2020-01-09,0.31,11.64,2.0,0,2.5368663887187113,0.31,2.5368663887187113,2.0,2.0
2020-01-10,0.31,11.64,0.2,0,2.5368663887187113,0.31,2.5368663887187113,2.2,2.2
2020-01-11,0.31,11.64,0.0,0,2.5368663887187113,0.31,2.5368663887187113,2.2,2.2
2020-01-12,0.3,11.03,0.0,0,2.4874035299865875,0.31,2.5368663887187113,0.2,2.2
2020-01-13,0.29,10.43,0.0,0,2.4362414778067194,0.3,2.4874035299865875,0.0,2.2
2020-01-14,0.29,10.43,0.0,0,2.4362414778067194,0.29,2.4362414778067194,0.0,2.2
2020-01-15,0.29,10.43,0.0,0,2.4362414778067194,0.29,2.4362414778067194,0.0,2.2
2020-01-16,0.28,9.82,0.4,0,2.3813962734183356,0.29,2.4362414778067194,0.4,0.6000000000000001
2020-01-17,0.28,9.82,0.0,0,2.3813962734183356,0.28,2.3813962734183356,0.4,0.4
2020-01-18,0.28,9.82,10.8,0,2.3813962734183356,0.28,2.3813962734183356,11.200000000000001,11.200000000000001
2020-01-19,0.31,11.64,0.2,0,2.5368663887187113,0.28,2.3813962734183356,11.0,11.4
2020-01-20,0.32,12.28,0.0,0,2.5862591440482876,0.31,2.5368663887187113,11.0,11.4
2020-01-21,0.31,11.64,2.2,0,2.5368663887187113,0.32,2.5862591440482876,2.4000000000000004,13.600000000000001
2020-01-22,0.3,11.03,0.2,0,2.4874035299865875,0.31,2.5368663887187113,2.4000000000000004,13.8
2020-01-23,0.31,11.64,0.0,0,2.5368663887187113,0.3,2.4874035299865875,2.4000000000000004,13.4
2020-01-24,0.31,11.64,0.4,0,2.5368663887187113,0.31,2.5368663887187113,0.6000000000000001,13.8
2020-01-25,0.3,11.03,2.2,0,2.4874035299865875,0.31,2.5368663887187113,2.6,5.200000000000001
2020-01-26,0.3,11.03,0.2,0,2.4874035299865875,0.3,2.4874035299865875,2.8000000000000003,5.2
2020-01-27,0.29,10.43,0.2,0,2.4362414778067194,0.3,2.4874035299865875,2.6,5.4
2020-01-28,0.33,12.92,0.0,0,2.6333266549062735,0.29,2.4362414778067194,0.4,3.2
2020-01-29,0.35,14.24,1.8,0,2.7239235502585,0.33,2.6333266549062735,2.0,4.800000000000001
2020-01-30,0.38,16.32,0.2,0,2.851861903134289,0.35,2.7239235502585,2.0,5.0
2020-01-31,0.39,17.0,0.4,0,2.8903717578961645,0.38,2.851861903134289,2.4,5.000000000000001
2020-02-01,0.38,16.32,0.0,0,2.851861903134289,0.39,2.8903717578961645,0.6000000000000001,2.8000000000000003
2020-02-02,0.37,15.6,0.0,0,2.8094026953624978,0.38,2.851861903134289,0.4,2.6
2020-02-03,0.35,14.24,0.0,0,2.7239235502585,0.37,2.8094026953624978,0.0,2.4000000000000004
2020-02-04,0.34,30.98,0.0,0,3.4651107074058083,0.35,2.7239235502585,0.0,2.4000000000000004
2020-02-05,0.33,12.92,0.0,0,2.6333266549062735,0.34,3.4651107074058083,0.0,0.6000000000000001
2020-02-06,0.32,12.28,0.0,0,2.5862591440482876,0.33,2.6333266549062735,0.0,0.4
2020-02-07,0.32,12.28,0.0,0,2.5862591440482876,0.32,2.5862591440482876,0.0,0.0
2020-02-08,0.31,11.64,4.4,0,2.5368663887187113,0.32,2.5862591440482876,4.4,4.4
