fecha,nivel_m,caudal_m3s,lluvia_mm,desbordamiento,caudal_log,nivel_lag1,caudal_lag1,nivel_lag2,caudal_lag2,lluvia_3d,lluvia_7d,lluvia_media_7d,nivel_diff,caudal_diff,nivel_media_3,caudal_media_3,nivel_media_7,caudal_media_7,dia_sin,dia_cos
2020-01-19,0.3,1.84,0.4,0,1.0438040521731147,0.3,1.0438040521731147,0.29,1.0116009116784799,11.4,17.0,2.4285714285714284,0.0,0.0,0.29666666666666663,1.8100000000000003,0.29857142857142854,1.8271428571428572,0.3204232733919111,0.9472744722987169
2020-01-20,0.29,1.75,0.0,0,1.0116009116784799,0.3,1.0438040521731147,0.3,1.0438040521731147,11.4,17.0,2.4285714285714284,-0.010000000000000009,-0.09000000000000008,0.29666666666666663,1.8100000000000003,0.29714285714285715,1.8142857142857143,0.33663728424691025,0.9416343976591259
2020-01-21,0.44,3.45,1.0,0,1.4929040961781488,0.29,1.0116009116784799,0.3,1.0438040521731147,1.4,18.0,2.5714285714285716,0.15000000000000002,1.7000000000000002,0.34333333333333327,2.346666666666667,0.3171428571428571,2.044285714285714,0.3527520865490948,0.9357168190404936
2020-01-22,0.3,1.84,0.4,0,1.0438040521731147,0.44,1.4929040961781488,0.29,1.0116009116784799,1.4,18.200000000000003,2.6000000000000005,-0.14,-1.61,0.34333333333333327,2.346666666666667,0.3171428571428571,2.0442857142857145,0.3687629311922601,0.9295234803804003
2020-01-23,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.44,1.4929040961781488,1.4,12.8,1.8285714285714287,0.0,0.0,0.3466666666666666,2.376666666666667,0.3171428571428571,2.0442857142857145,0.3846650997070012,0.9230562068841761
2020-01-24,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.4,12.8,1.8285714285714287,0.0,0.0,0.3,1.84,0.31857142857142856,2.0571428571428574,0.40045390565126643,0.9163169044870048
2020-01-25,0.3,1.84,0.8,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.8,2.6,0.37142857142857144,0.0,0.0,0.3,1.84,0.31857142857142856,2.0571428571428574,0.41612469599147445,0.9093075592922358
2020-01-26,0.3,1.84,0.2,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,1.0,2.4,0.34285714285714286,0.0,0.0,0.3,1.84,0.31857142857142856,2.0571428571428574,0.43167285247378384,0.9020302369860707
2020-01-27,0.3,1.84,2.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,3.0,4.4,0.6285714285714287,0.0,0.0,0.3,1.84,0.31999999999999995,2.07,0.44709379298511387,0.8944870822287956
2020-01-28,0.31,1.94,0.0,0,1.0784095813505903,0.3,1.0438040521731147,0.3,1.0438040521731147,2.2,3.4,0.4857142857142857,0.010000000000000009,0.09999999999999987,0.3033333333333333,1.8733333333333337,0.30142857142857143,1.8542857142857143,0.4623829729035149,0.88668031802274
2020-01-29,0.53,4.91,4.2,0,1.776645831418007,0.31,1.0784095813505903,0.3,1.0438040521731147,6.2,7.2,1.0285714285714287,0.22000000000000003,2.97,0.37999999999999995,2.896666666666667,0.33428571428571424,2.292857142857143,0.47753588643748823,0.8786122450571483
2020-01-30,0.32,2.05,0.0,0,1.1151415906193203,0.53,1.776645831418007,0.31,1.0784095813505903,4.2,7.2,1.0285714285714287,-0.21000000000000002,-2.8600000000000003,0.38666666666666666,2.9666666666666672,0.3371428571428572,2.3228571428571425,0.4925480679538643,0.8702852410301553
2020-01-31,0.3,1.84,0.4,0,1.0438040521731147,0.32,1.1151415906193203,0.53,1.776645831418007,4.6000000000000005,7.6000000000000005,1.0857142857142859,-0.020000000000000018,-0.20999999999999974,0.3833333333333333,2.9333333333333336,0.33714285714285713,2.322857142857143,0.5074150932938455,0.8617017599480682
2020-02-01,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.32,1.1151415906193203,0.4,6.800000000000001,0.9714285714285715,0.0,0.0,0.30666666666666664,1.9100000000000001,0.33714285714285713,2.322857142857143,0.5221325810768248,0.8528643314021597
2020-02-02,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.4,6.6000000000000005,0.942857142857143,0.0,0.0,0.3,1.84,0.33714285714285713,2.322857142857143,0.5366961939916004,0.8437755598231856
2020-02-03,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.0,4.6000000000000005,0.6571428571428573,0.0,0.0,0.3,1.84,0.33714285714285713,2.322857142857143,0.5511016400746002,0.8344381237138473
2020-02-04,0.3,1.84,0.2,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.2,4.8,0.6857142857142857,0.0,0.0,0.3,1.84,0.3357142857142857,2.3085714285714287,0.5653446739747429,0.8248547748594244
2020-02-05,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.2,0.6000000000000001,0.08571428571428573,0.0,0.0,0.3,1.84,0.3028571428571428,1.8699999999999999,0.5794210982045637,0.8150283375168114
2020-02-06,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.2,0.6000000000000001,0.08571428571428573,0.0,0.0,0.3,1.84,0.3,1.84,0.593326764377232,0.8049617075821959
2020-02-07,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.0,0.2,0.028571428571428574,0.0,0.0,0.3,1.84,0.3,1.84,0.6070575744291002,0.7946578517376252
2020-02-08,0.3,1.84,3.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,3.0,3.2,0.4571428571428572,0.0,0.0,0.3,1.84,0.3,1.84,0.6206094818274227,0.7841198065767104
2020-02-09,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,3.0,3.2,0.4571428571428572,0.0,0.0,0.3,1.84,0.3,1.84,0.6339784927628866,0.7733506777097299
2020-02-10,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,3.0,3.2,0.4571428571428572,0.0,0.0,0.3,1.84,0.3,1.84,0.647160667326606,0.7623536388483904
2020-02-11,0.3,1.84,1.6,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,1.6,4.6,0.6571428571428571,0.0,0.0,0.3,1.84,0.3,1.84,0.6601521206712317,0.7511319308705199
2020-02-12,0.35,2.36,0.0,0,1.2119409739751128,0.3,1.0438040521731147,0.3,1.0438040521731147,1.6,4.6,0.6571428571428571,0.04999999999999999,0.5199999999999998,0.3166666666666666,2.0133333333333336,0.3071428571428571,1.9142857142857144,0.6729490241558329,0.7396888608649668
2020-02-13,0.3,1.84,0.0,0,1.0438040521731147,0.35,1.2119409739751128,0.3,1.0438040521731147,1.6,4.6,0.6571428571428571,-0.04999999999999999,-0.5199999999999998,0.3166666666666666,2.0133333333333336,0.3071428571428571,1.9142857142857144,0.6855476064742154,0.7280278011569848
2020-02-14,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.35,1.2119409739751128,0.0,4.6,0.6571428571428571,0.0,0.0,0.31666666666666665,2.0133333333333336,0.3071428571428571,1.9142857142857144,0.6979441547663435,0.7161521883143933
2020-02-15,0.3,1.84,0.0,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,0.0,1.6,0.2285714285714286,0.0,0.0,0.3,1.84,0.3071428571428571,1.9142857142857144,0.7101350157125358,0.7040655221348057
2020-02-16,0.3,1.84,1.8,0,1.0438040521731147,0.3,1.0438040521731147,0.3,1.0438040521731147,1.8,3.4000000000000004,0.48571428571428577,0.0,0.0,0.3,1.84,0.3071428571428571,1.9142857142857144,0.7221165966101162,0.6917713646142218
2020-02-17,0.31,1.94,4.6,0,1.0784095813505903,0.3,1.0438040521731147,0.3,1.0438040521731147,6.3999999999999995,8.0,1.1428571428571428,0.010000000000000009,0.09999999999999987,0.3033333333333333,1.8733333333333337,0.30857142857142855,1.9285714285714286,0.733885366432199,0.6792733388972931
2020-02-18,0.66,8.92,0.0,0,2.2945529212967815,0.31,1.0784095813505903,0.3,1.0438040521731147,6.3999999999999995,6.4,0.9142857142857144,0.35000000000000003,6.98,0.42333333333333334,4.233333333333333,0.35999999999999993,2.9400000000000004,0.7454378568683001,0.6665751282095632
2020-02-19,0.31,1.94,0.0,0,1.0784095813505903,0.66,2.2945529212967815,0.31,1.0784095813505903,4.6,6.4,0.9142857142857144,-0.35000000000000003,-6.98,0.4266666666666666,4.266666666666667,0.3542857142857142,2.8800000000000003,0.7567706633464626,0.653680474772006
2020-02-20,0.31,1.94,0.0,0,1.0784095813505903,0.31,1.0784095813505903,0.66,2.2945529212967815,0.0,6.4,0.9142857142857144,0.0,0.0,0.4266666666666666,4.266666666666667,0.3557142857142857,2.8942857142857146,0.7678804460366,0.6405931786981751
2020-02-21,0.29,1.75,0.0,0,1.0116009116784799,0.31,1.0784095813505903,0.31,1.0784095813505903,0.0,6.4,0.9142857142857144,-0.020000000000000018,-0.18999999999999995,0.3033333333333333,1.8766666666666671,0.35428571428571426,2.8814285714285717,0.7787639308347607,0.6273170968742937
2020-02-22,0.29,1.75,0.0,0,1.0116009116784799,0.29,1.0116009116784799,0.31,1.0784095813505903,0.0,6.4,0.9142857142857144,0.0,0.0,0.2966666666666666,1.8133333333333337,0.3528571428571428,2.8685714285714283,0.7894179103280197,0.613856141822612
