fecha,nivel_m,caudal_m3s,desbordamiento,lluvia,lluvia_mm,nivel_interpolado,caudal_interpolado,lluvia_interpolada,dato_original_completo,municipio_Arroyo,municipio_Asco,municipio_Castejon,municipio_Logroño,municipio_Mendavia,municipio_Miranda del Ebro,municipio_Palazuelos,municipio_Reinosa-Nestares,municipio_Riosequillo,municipio_Tortosa,municipio_Tudela,municipio_Zaragoza
2023-10-03,1.32,27.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-04,1.27,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-05,1.27,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-06,1.28,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-07,1.27,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-08,1.38,31.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-09,1.28,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-10,1.28,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-11,1.26,23.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-12,1.26,23.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-13,1.28,24.0,,0.4,0.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-14,1.28,24.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-15,1.3,25.0,,0.8,0.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-16,1.34,28.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-17,1.41,32.0,,5.8,5.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-18,1.46,36.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-19,1.45,35.0,,13.0,13.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-20,1.45,35.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-21,1.47,36.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-22,1.53,40.0,,24.6,24.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-23,1.74,57.0,,3.2,3.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-24,2.06,87.0,,1.4,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-25,2.04,85.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-26,1.97,78.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-27,2.68,175.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-28,2.68,175.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-29,2.42,135.0,,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-30,2.53,152.0,,1.4,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-10-31,3.68,384.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-01,2.84,202.0,,5.0,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-02,2.27,114.0,,4.2,4.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-03,3.32,299.0,,0.6,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-04,3.18,269.0,,3.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-05,4.19,521.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-06,3.81,417.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-07,2.95,221.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-08,2.78,191.0,,7.6,7.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-09,2.63,168.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-10,2.63,168.0,,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-11,2.63,168.0,,3.2,3.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-12,2.91,214.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-13,2.99,228.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-14,2.86,205.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-15,2.66,172.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-16,2.6,163.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-17,2.5,148.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-18,2.34,124.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-19,2.23,109.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-20,2.17,100.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-21,2.11,92.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-22,4.38,578.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-23,4.31,557.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-24,3.59,361.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-25,3.04,239.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-26,2.52,151.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-27,2.42,135.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-28,2.53,152.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-29,2.84,202.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-11-30,2.79,193.0,,8.6,8.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-01,5.17,869.0,,0.4,0.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-02,5.28,918.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-03,4.79,718.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-04,4.67,675.0,,2.2,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-05,3.55,351.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-06,3.53,346.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-07,3.3,295.0,,2.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-08,3.11,254.0,,1.6,1.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-09,3.25,284.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-10,3.14,260.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-11,2.96,223.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-12,2.84,202.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-13,2.78,191.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-14,4.17,516.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-15,4.53,624.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-16,4.21,527.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-17,3.82,419.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-18,3.48,334.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-19,3.2,273.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-20,3.07,245.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-21,3.59,361.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-22,3.6,363.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-23,3.4,316.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-24,3.36,308.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-25,3.06,243.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-26,2.85,204.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-27,2.71,180.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-28,2.68,175.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-29,2.54,154.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-30,2.47,143.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-31,2.42,135.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-01,2.31,120.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-02,2.3,118.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-03,2.14,96.0,,0.6,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-04,2.27,114.0,,10.6,10.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-05,2.23,109.0,,3.2,3.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-06,3.19,271.0,,1.8,1.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-07,4.5,613.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-08,4.58,642.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-09,4.19,521.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-10,3.55,351.0,,1.4,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-11,3.16,265.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-12,2.99,228.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-13,2.79,193.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-14,2.66,172.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-15,3.02,234.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-16,3.38,312.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-17,3.52,343.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-18,3.5,338.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-19,3.4,316.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-20,3.23,280.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-21,2.9,212.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-22,2.75,186.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-23,2.69,177.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-24,2.54,154.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-25,2.41,134.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-26,2.41,134.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-27,2.32,121.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-28,2.18,102.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-29,2.13,95.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-30,2.09,90.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-01-31,2.07,88.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-01,2.14,96.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-02,2.05,86.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-03,1.99,80.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-04,2.0,81.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-05,1.97,78.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-06,1.94,75.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-07,1.91,72.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-08,1.89,70.0,,7.2,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-09,2.4,132.0,,4.8,4.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-10,3.16,265.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-11,3.38,312.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-12,3.1,252.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-13,2.73,183.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-14,2.47,143.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-15,2.5,148.0,,12.0,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-16,2.71,180.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-17,3.4,316.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-18,3.35,306.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-19,3.19,271.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-20,2.85,204.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-21,2.67,174.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-22,2.61,165.0,,2.2,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-23,2.68,175.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-24,2.73,183.0,,2.2,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-25,3.11,254.0,,0.6,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-26,5.11,843.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-27,6.45,1501.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-28,7.47,2088.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-02-29,6.94,1772.0,,2.4,2.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-01,5.76,1145.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-02,5.71,1120.0,,2.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-03,5.71,1120.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-04,5.72,1125.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-05,5.24,901.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-06,4.94,772.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-07,4.65,667.0,,8.4,8.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-08,4.4,583.0,,1.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-09,4.69,682.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-10,4.8,722.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-11,4.44,595.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-12,4.4,583.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-13,4.4,583.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-14,4.28,548.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-15,3.98,460.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-16,3.66,379.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-17,3.48,334.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-18,3.35,306.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-19,3.31,297.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-20,3.25,284.0,,5.2,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-21,3.15,262.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-22,3.14,260.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-23,3.05,241.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-24,3.0,230.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-25,3.49,336.0,,15.8,15.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-26,3.93,447.0,,1.6,1.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-27,3.95,453.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-28,3.24,282.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-29,2.85,204.0,,6.2,6.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-30,4.86,743.0,,3.8,3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-03-31,4.86,743.0,,1.4,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-01,5.07,825.0,,1.2,1.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-02,4.86,743.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-03,3.97,458.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-04,3.69,386.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-05,3.32,299.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-06,3.16,265.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-07,3.15,262.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-08,3.13,258.0,,7.4,7.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-09,3.15,262.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-10,3.13,258.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-11,2.77,190.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-12,2.4,132.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-13,2.27,114.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-14,2.17,100.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-15,2.06,87.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-16,2.03,84.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-17,1.94,75.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-18,1.86,67.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-19,1.92,73.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-20,1.94,75.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-21,1.88,69.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-22,1.79,61.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-23,1.73,56.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-24,1.89,70.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-25,1.89,70.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-26,1.81,63.0,,1.4,1.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-27,1.81,63.0,,4.4,4.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-28,2.07,88.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-29,2.09,90.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-04-30,1.9,71.0,,4.4,4.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-01,1.89,70.0,,4.4,4.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-02,1.93,74.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-03,2.07,88.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-04,1.93,74.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-05,1.89,70.0,,4.0,4.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-06,1.94,75.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-07,1.98,79.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-08,1.98,79.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-09,1.87,68.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-10,1.76,58.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-11,1.71,54.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-12,1.68,52.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-13,1.64,48.0,,23.6,23.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-14,2.45,140.0,,3.4,3.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-15,2.77,190.0,,0.4,0.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-16,2.76,188.0,,2.2,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-17,2.69,177.0,,6.0,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-18,2.58,160.0,,9.2,9.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-19,2.54,154.0,,1.2,1.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-20,2.66,172.0,,0.6,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-21,2.91,214.0,,0.2,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-22,2.63,168.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-23,2.46,141.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-24,2.39,131.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-25,2.29,117.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-26,2.17,100.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-27,2.11,92.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-28,1.96,77.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-29,1.8,62.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-30,1.74,57.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-05-31,1.67,51.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-06-01,1.79,61.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-06-02,1.6,45.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-06-03,1.59,44.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-06-04,1.52,40.0,,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
