fecha,nivel (m),caudal (m³/s),desbordamiento,lluvia,lluvia_mm,municipio,nivel_interpolado,caudal_interpolado,lluvia_interpolada,dato_original_completo
2020-01-01,0.23,1.22,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-02,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-03,0.23,1.18,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-01-04,0.23,1.18,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-01-05,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-06,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-07,0.23,1.14,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-08,0.27,1.53,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-09,0.3,1.86,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-01-10,0.3,1.84,0.0,2.6,2.6,Arroyo,0,0,0,1
2020-01-11,0.3,1.84,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-01-12,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-13,0.3,1.8,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-14,0.29,1.79,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-15,0.29,1.79,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-01-16,0.29,1.75,0.0,5.4,5.4,Arroyo,0,0,0,1
2020-01-17,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-18,0.29,1.77,0.0,11.0,11.0,Arroyo,0,0,0,1
2020-01-19,0.3,1.82,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-01-20,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-21,0.3,1.87,0.0,1.0,1.0,Arroyo,0,0,0,1
2020-01-22,0.3,1.84,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-01-23,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-24,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-25,0.3,1.84,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-01-26,0.3,1.84,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-01-27,0.3,1.84,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-01-28,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-29,0.32,2.02,0.0,4.2,4.2,Arroyo,0,0,0,1
2020-01-30,0.3,1.85,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-01-31,0.3,1.84,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-02-01,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-02,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-03,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-04,0.3,1.84,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-02-05,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-06,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-07,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-08,0.3,1.84,0.0,3.0,3.0,Arroyo,0,0,0,1
2020-02-09,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-10,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-11,0.3,1.84,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-02-12,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-13,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-14,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-15,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-16,0.3,1.84,0.0,1.8,1.8,Arroyo,0,0,0,1
2020-02-17,0.3,1.85,0.0,4.6,4.6,Arroyo,0,0,0,1
2020-02-18,0.33,2.33,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-19,0.3,1.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-20,0.3,1.81,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-21,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-22,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-23,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-24,0.29,1.79,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-25,0.3,1.88,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-26,0.29,1.79,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-27,0.29,1.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-02-28,0.29,1.75,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-02-29,0.29,1.75,0.0,3.2,3.2,Arroyo,0,0,0,1
2020-03-01,0.29,1.75,0.0,23.2,23.2,Arroyo,0,0,0,1
2020-03-02,0.3,1.79,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-03-03,0.27,1.52,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-03-04,0.23,1.19,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-05,0.22,1.13,0.0,2.4,2.4,Arroyo,0,0,0,1
2020-03-06,0.25,1.34,0.0,9.0,9.0,Arroyo,0,0,0,1
2020-03-07,0.25,1.37,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-03-08,0.25,1.37,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-09,0.25,1.55,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-10,0.19,0.86,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-11,0.21,1.02,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-12,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-13,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-14,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-15,0.22,1.09,0.0,1.0,1.0,Arroyo,0,0,0,1
2020-03-16,0.22,1.09,0.0,2.2,2.2,Arroyo,0,0,0,1
2020-03-17,0.21,1.03,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-18,0.22,1.1,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-19,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-20,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-21,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-22,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-23,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-24,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-25,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-26,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-27,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-28,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-03-29,0.23,1.18,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-03-30,0.23,1.18,0.0,1.4,1.4,Arroyo,0,0,0,1
2020-03-31,0.23,1.18,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-04-01,0.23,1.18,0.0,2.8,2.8,Arroyo,0,0,0,1
2020-04-02,0.23,1.18,0.0,3.2,3.2,Arroyo,0,0,0,1
2020-04-03,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-04,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-05,0.23,1.18,0.0,6.6,6.6,Arroyo,0,0,0,1
2020-04-06,0.24,1.27,0.0,12.2,12.2,Arroyo,0,0,0,1
2020-04-07,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-08,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-09,0.24,1.28,0.0,2.2,2.2,Arroyo,0,0,0,1
2020-04-10,0.25,1.34,0.0,20.4,20.4,Arroyo,0,0,0,1
2020-04-11,0.24,1.31,0.0,11.6,11.6,Arroyo,0,0,0,1
2020-04-12,0.24,1.29,0.0,12.8,12.8,Arroyo,0,0,0,1
2020-04-13,0.25,1.4,0.0,5.8,5.8,Arroyo,0,0,0,1
2020-04-14,0.24,1.28,0.0,11.0,11.0,Arroyo,0,0,0,1
2020-04-15,0.24,1.29,0.0,2.2,2.2,Arroyo,0,0,0,1
2020-04-16,0.24,1.29,0.0,7.6,7.6,Arroyo,0,0,0,1
2020-04-17,0.24,1.29,0.0,6.6,6.6,Arroyo,0,0,0,1
2020-04-18,0.24,1.28,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-04-19,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-20,0.24,1.28,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-04-21,0.24,1.28,0.0,1.8,1.8,Arroyo,0,0,0,1
2020-04-22,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-23,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-24,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-25,0.24,1.28,0.0,1.8,1.8,Arroyo,0,0,0,1
2020-04-26,0.24,1.3,0.0,19.4,19.4,Arroyo,0,0,0,1
2020-04-27,0.25,1.35,0.0,2.4,2.4,Arroyo,0,0,0,1
2020-04-28,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-04-29,0.24,1.28,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-04-30,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-01,0.24,1.28,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-05-02,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-03,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-04,0.24,1.28,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-05-05,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-06,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-07,0.24,1.28,0.0,5.4,5.4,Arroyo,0,0,0,1
2020-05-08,0.24,1.28,0.0,4.2,4.2,Arroyo,0,0,0,1
2020-05-09,0.24,1.28,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-05-10,0.24,1.28,0.0,2.6,2.6,Arroyo,0,0,0,1
2020-05-11,0.24,1.28,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-05-12,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-13,0.24,1.28,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-05-14,0.24,1.28,0.0,2.4,2.4,Arroyo,0,0,0,1
2020-05-15,0.24,1.28,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-05-16,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-17,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-18,0.25,1.35,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-19,0.26,1.47,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-20,0.27,1.55,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-21,0.3,1.98,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-22,0.28,1.68,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-23,0.27,1.56,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-24,0.27,1.56,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-25,0.25,1.38,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-26,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-27,0.23,1.23,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-28,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-29,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-30,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-05-31,0.23,1.18,0.0,3.8,3.8,Arroyo,0,0,0,1
2020-06-01,0.22,1.12,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-02,0.22,1.13,0.0,1.0,1.0,Arroyo,0,0,0,1
2020-06-03,0.23,1.18,0.0,2.6,2.6,Arroyo,0,0,0,1
2020-06-04,0.23,1.18,0.0,4.8,4.8,Arroyo,0,0,0,1
2020-06-05,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-06,0.23,1.18,0.0,2.4,2.4,Arroyo,0,0,0,1
2020-06-07,0.23,1.14,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-06-08,0.23,1.16,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-06-09,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-10,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-11,0.23,1.18,0.0,6.0,6.0,Arroyo,0,0,0,1
2020-06-12,0.23,1.18,0.0,1.8,1.8,Arroyo,0,0,0,1
2020-06-13,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-14,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-15,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-16,0.23,1.18,0.0,7.2,7.2,Arroyo,0,0,0,1
2020-06-17,0.23,1.18,0.0,6.6,6.6,Arroyo,0,0,0,1
2020-06-18,0.22,1.11,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-19,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-20,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-21,0.45,6.69,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-22,0.8,15.33,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-23,0.8,15.49,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-24,0.8,15.49,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-25,0.8,15.49,0.0,3.6,3.6,Arroyo,0,0,0,1
2020-06-26,0.8,15.49,0.0,1.8,1.8,Arroyo,0,0,0,1
2020-06-27,0.8,15.49,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-06-28,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-06-29,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-06-30,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-01,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-02,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-03,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-04,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-05,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-06,0.8,15.49,0.0,,,Arroyo,0,0,0,0
2020-07-07,0.9,22.12,0.0,,,Arroyo,0,0,0,0
2020-07-08,0.97,26.39,0.0,,,Arroyo,0,0,0,0
2020-07-09,0.9,22.06,0.0,,,Arroyo,0,0,0,0
2020-07-10,0.91,22.38,0.0,,,Arroyo,0,0,0,0
2020-07-11,0.91,22.39,0.0,,,Arroyo,0,0,0,0
2020-07-12,0.9,21.49,0.0,,,Arroyo,0,0,0,0
2020-07-13,0.91,22.19,0.0,,,Arroyo,0,0,0,0
2020-07-14,0.91,22.39,0.0,,,Arroyo,0,0,0,0
2020-07-15,0.91,22.39,0.0,,,Arroyo,0,0,0,0
2020-07-16,0.91,22.39,0.0,,,Arroyo,0,0,0,0
2020-07-17,0.98,27.24,0.0,,,Arroyo,0,0,0,0
2020-07-18,1.03,30.3,0.0,,,Arroyo,0,0,0,0
2020-07-19,1.03,30.28,0.0,,,Arroyo,0,0,0,0
2020-07-20,1.03,30.29,0.0,,,Arroyo,0,0,0,0
2020-07-21,1.03,30.04,0.0,,,Arroyo,0,0,0,0
2020-07-22,1.03,30.28,0.0,,,Arroyo,0,0,0,0
2020-07-23,1.03,30.28,0.0,,,Arroyo,0,0,0,0
2020-07-24,1.14,38.82,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-25,1.21,44.24,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-26,1.19,42.36,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-27,1.17,40.69,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-28,1.17,40.72,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-29,1.17,40.68,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-07-30,1.16,40.27,0.0,2.8,2.8,Arroyo,0,0,0,1
2020-07-31,1.16,39.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-01,1.16,39.74,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-02,1.16,39.88,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-03,1.16,39.9,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-04,1.16,40.0,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-05,1.16,40.01,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-06,1.16,40.01,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-07,1.14,38.78,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-08,1.13,37.77,0.0,14.2,14.2,Arroyo,0,0,0,1
2020-08-09,1.13,37.84,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-10,1.13,37.94,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-11,1.12,37.03,0.0,14.0,14.0,Arroyo,0,0,0,1
2020-08-12,1.07,33.09,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-08-13,1.06,32.43,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-14,1.06,32.48,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-08-15,1.06,32.47,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-16,1.06,32.53,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-17,1.06,32.53,0.0,6.2,6.2,Arroyo,0,0,0,1
2020-08-18,1.06,32.53,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-08-19,1.06,32.53,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-20,1.04,31.18,0.0,4.8,4.8,Arroyo,0,0,0,1
2020-08-21,1.02,29.27,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-22,1.02,29.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-23,1.02,29.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-24,1.02,29.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-25,1.02,29.54,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-26,0.77,19.22,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-27,1.09,34.76,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-28,1.09,34.75,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-08-29,1.02,29.76,0.0,11.2,11.2,Arroyo,0,0,0,1
2020-08-30,1.02,29.54,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-08-31,1.02,29.59,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-01,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-02,1.03,30.28,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-09-03,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-04,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-05,1.03,30.28,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-09-06,1.03,30.28,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-09-07,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-08,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-09,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-10,1.03,30.31,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-09-11,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-12,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-13,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-14,1.03,30.28,0.0,6.4,6.4,Arroyo,0,0,0,1
2020-09-15,1.03,30.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-16,1.03,30.28,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-09-17,1.03,30.28,0.0,4.8,4.8,Arroyo,0,0,0,1
2020-09-18,1.0,28.04,0.0,2.2,2.2,Arroyo,0,0,0,1
2020-09-19,0.91,22.48,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-09-20,0.87,19.95,0.0,0.8,0.8,Arroyo,0,0,0,1
2020-09-21,0.87,20.01,0.0,0.6,0.6,Arroyo,0,0,0,1
2020-09-22,0.87,20.12,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-23,0.88,20.31,0.0,6.8,6.8,Arroyo,0,0,0,1
2020-09-24,0.88,20.51,0.0,4.2,4.2,Arroyo,0,0,0,1
2020-09-25,0.88,20.51,0.0,4.0,4.0,Arroyo,0,0,0,1
2020-09-26,0.88,20.51,0.0,5.8,5.8,Arroyo,0,0,0,1
2020-09-27,0.83,17.39,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-28,0.72,11.73,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-29,0.69,9.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-09-30,0.69,9.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-01,0.69,9.99,0.0,14.2,14.2,Arroyo,0,0,0,1
2020-10-02,0.69,9.98,0.0,4.4,4.4,Arroyo,0,0,0,1
2020-10-03,0.54,6.28,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-10-04,0.32,2.06,0.0,1.6,1.6,Arroyo,0,0,0,1
2020-10-05,0.23,1.18,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-10-06,0.22,1.08,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-07,0.21,0.99,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-10-08,0.2,0.9,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-09,0.21,1.01,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-10-10,0.36,3.21,0.0,2.0,2.0,Arroyo,0,0,0,1
2020-10-11,0.61,7.24,0.0,5.8,5.8,Arroyo,0,0,0,1
2020-10-12,0.62,7.48,0.0,8.0,8.0,Arroyo,0,0,0,1
2020-10-13,0.4,4.01,0.0,6.4,6.4,Arroyo,0,0,0,1
2020-10-14,0.22,1.04,0.0,17.8,17.8,Arroyo,0,0,0,1
2020-10-15,0.22,1.09,0.0,11.6,11.6,Arroyo,0,0,0,1
2020-10-16,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-17,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-18,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-19,0.22,1.09,0.0,5.2,5.2,Arroyo,0,0,0,1
2020-10-20,0.22,1.12,0.0,31.4,31.4,Arroyo,0,0,0,1
2020-10-21,0.22,1.11,0.0,3.4,3.4,Arroyo,0,0,0,1
2020-10-22,0.22,1.09,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-10-23,0.22,1.07,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-24,0.22,1.08,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-10-25,0.21,1.0,0.0,9.2,9.2,Arroyo,0,0,0,1
2020-10-26,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-27,0.21,0.99,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-28,0.22,1.05,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-29,0.22,1.05,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-30,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-10-31,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-01,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-02,0.22,1.09,0.0,9.4,9.4,Arroyo,0,0,0,1
2020-11-03,0.22,1.1,0.0,1.0,1.0,Arroyo,0,0,0,1
2020-11-04,0.22,1.09,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-11-05,0.22,1.09,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-11-06,0.22,1.12,0.0,4.0,4.0,Arroyo,0,0,0,1
2020-11-07,0.23,1.18,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-11-08,0.23,1.18,0.0,0.2,0.2,Arroyo,0,0,0,1
2020-11-09,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-10,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-11,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-12,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-13,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-14,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-15,0.23,1.18,0.0,1.4,1.4,Arroyo,0,0,0,1
2020-11-16,0.23,1.18,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-17,0.26,1.57,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-18,0.24,1.28,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-19,0.23,1.17,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-20,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-21,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-22,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-23,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-24,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-25,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-26,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-27,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-28,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-29,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-11-30,0.22,1.09,0.0,0.0,0.0,Arroyo,0,0,0,1
2020-12-01,0.22,1.09,0.0,1.0,1.0,Arroyo,0,0,0,1
2020-12-02,0.22,1.09,0.0,1.4,1.4,Arroyo,0,0,0,1
2020-12-03,0.22,1.09,0.0,6.6,6.6,Arroyo,0,0,0,1
2020-12-04,0.22,1.09,0.0,0.4,0.4,Arroyo,0,0,0,1
2020-12-05,0.22,1.09,0.0,3.4,3.4,Arroyo,0,0,0,1
2020-12-06,0.22,1.09,0.0,15.6,15.6,Arroyo,0,0,0,1
2020-12-07,0.22,1.1,0.0,4.8,4.8,Arroyo,0,0,0,1
2020-12-08,0.22,1.11,0.0,16.2,16.2,Arroyo,0,0,0,1
